2017-09-01 15:11:41:0064	../../../files/testListWithPickListSize025.txt
instanceNumber	DistanceMatrixRunningTime	NumberOfStagnantGeneration	PopulationSize	CrossoverProbability	MutationProbability	CrossoverOperator	MutationOperator	TravelledDistance	RunningTime
4	28,351	70	600	0,85	0,05	Ordered	Inversion	674,360000000001	4,031
4	28,351	70	600	0,85	0,06	Ordered	Inversion	672,800000000001	3,255
4	28,351	70	600	0,85	0,07	Ordered	Inversion	526,96	2,907
4	28,351	70	600	0,85	0,08	Ordered	Inversion	526,96	3,614
4	28,351	70	600	0,85	0,09	Ordered	Inversion	642,140000000001	2,415
4	28,351	70	600	0,85	0,1	Ordered	Inversion	642,140000000001	2,955
4	28,351	70	600	0,85	0,11	Ordered	Inversion	526,96	3,214
4	28,351	70	600	0,85	0,12	Ordered	Inversion	741,080000000001	3,787
4	28,351	70	600	0,9	0,01	Ordered	Inversion	526,96	5,373
4	28,351	70	600	0,9	0,02	Ordered	Inversion	666,400000000001	2,342
4	28,351	70	600	0,9	0,03	Ordered	Inversion	642,140000000001	5,899
4	28,351	70	600	0,9	0,04	Ordered	Inversion	653,220000000001	4,384
4	28,351	70	600	0,9	0,05	Ordered	Inversion	526,96	5,331
4	28,351	70	600	0,9	0,06	Ordered	Inversion	589,840000000001	9,316
4	28,351	70	600	0,9	0,07	Ordered	Inversion	785,400000000001	4,099
4	28,351	70	600	0,9	0,08	Ordered	Inversion	725,820000000001	4,404
4	28,351	70	600	0,9	0,09	Ordered	Inversion	632,460000000001	5,614
4	28,351	70	600	0,9	0,1	Ordered	Inversion	526,96	4,115
4	28,351	70	600	0,9	0,11	Ordered	Inversion	662,740000000001	4,059
4	28,351	70	600	0,9	0,12	Ordered	Inversion	743,120000000001	2,692
4	28,351	80	50	0,6	0,01	Ordered	Inversion	806,400000000002	0,584
4	28,351	80	50	0,6	0,02	Ordered	Inversion	664,800000000001	0,299
4	28,351	80	50	0,6	0,03	Ordered	Inversion	771,460000000002	0,519
4	28,351	80	50	0,6	0,04	Ordered	Inversion	669,740000000001	0,161
4	28,351	80	50	0,6	0,05	Ordered	Inversion	745,940000000001	0,29
4	28,351	80	50	0,6	0,06	Ordered	Inversion	768,440000000001	0,255
4	28,351	80	50	0,6	0,07	Ordered	Inversion	702,300000000001	0,273
4	28,351	80	50	0,6	0,08	Ordered	Inversion	795,120000000001	0,555
4	28,351	80	50	0,6	0,09	Ordered	Inversion	732,240000000001	0,486
4	28,351	80	50	0,6	0,1	Ordered	Inversion	736,020000000002	0,21
4	28,351	80	50	0,6	0,11	Ordered	Inversion	600,240000000001	0,42
4	28,351	80	50	0,6	0,12	Ordered	Inversion	704,680000000001	0,307
4	28,351	80	50	0,65	0,01	Ordered	Inversion	629,260000000001	0,451
4	28,351	80	50	0,65	0,02	Ordered	Inversion	724,320000000001	0,385
4	28,351	80	50	0,65	0,03	Ordered	Inversion	732,780000000001	0,773
4	28,351	80	50	0,65	0,04	Ordered	Inversion	721,300000000001	0,457
4	28,351	80	50	0,65	0,05	Ordered	Inversion	718,040000000001	0,138
4	28,351	80	50	0,65	0,06	Ordered	Inversion	705,020000000001	0,133
4	28,351	80	50	0,65	0,07	Ordered	Inversion	662,940000000001	0,214
4	28,351	80	50	0,65	0,08	Ordered	Inversion	720,080000000001	0,465
4	28,351	80	50	0,65	0,09	Ordered	Inversion	589,84	0,182
4	28,351	80	50	0,65	0,1	Ordered	Inversion	523,360000000001	0,372
4	28,351	80	50	0,65	0,11	Ordered	Inversion	700,700000000001	0,409
4	28,351	80	50	0,65	0,12	Ordered	Inversion	623,76	0,312
4	28,351	80	50	0,7	0,01	Ordered	Inversion	810,580000000001	0,289
4	28,351	80	50	0,7	0,02	Ordered	Inversion	733,160000000002	0,117
4	28,351	80	50	0,7	0,03	Ordered	Inversion	698,800000000001	0,504
4	28,351	80	50	0,7	0,04	Ordered	Inversion	587,02	0,583
4	28,351	80	50	0,7	0,05	Ordered	Inversion	602,48	0,269
4	28,351	80	50	0,7	0,06	Ordered	Inversion	667,120000000001	0,615
4	28,351	80	50	0,7	0,07	Ordered	Inversion	676,300000000001	0,46
4	28,351	80	50	0,7	0,08	Ordered	Inversion	672,800000000001	0,491
4	28,351	80	50	0,7	0,09	Ordered	Inversion	678,000000000001	0,221
4	28,351	80	50	0,7	0,1	Ordered	Inversion	677,660000000001	0,444
4	28,351	80	50	0,7	0,11	Ordered	Inversion	638,540000000001	0,398
4	28,351	80	50	0,7	0,12	Ordered	Inversion	652,240000000001	0,384
4	28,351	80	50	0,75	0,01	Ordered	Inversion	811,640000000002	0,354
4	28,351	80	50	0,75	0,02	Ordered	Inversion	775,400000000001	0,222
4	28,351	80	50	0,75	0,03	Ordered	Inversion	705,560000000001	0,468
4	28,351	80	50	0,75	0,04	Ordered	Inversion	680,920000000001	0,286
4	28,351	80	50	0,75	0,05	Ordered	Inversion	754,060000000001	0,372
4	28,351	80	50	0,75	0,06	Ordered	Inversion	671,240000000001	0,337
4	28,351	80	50	0,75	0,07	Ordered	Inversion	644,760000000001	0,241
4	28,351	80	50	0,75	0,08	Ordered	Inversion	654,960000000001	0,544
4	28,351	80	50	0,75	0,09	Ordered	Inversion	716,100000000001	0,415
4	28,351	80	50	0,75	0,1	Ordered	Inversion	724,260000000001	0,173
4	28,351	80	50	0,75	0,11	Ordered	Inversion	674,360000000001	0,203
4	28,351	80	50	0,75	0,12	Ordered	Inversion	589,840000000001	0,34
4	28,351	80	50	0,8	0,01	Ordered	Inversion	784,040000000002	0,285
4	28,351	80	50	0,8	0,02	Ordered	Inversion	737,100000000001	0,638
4	28,351	80	50	0,8	0,03	Ordered	Inversion	767,480000000001	0,132
4	28,351	80	50	0,8	0,04	Ordered	Inversion	768,780000000001	0,471
4	28,351	80	50	0,8	0,05	Ordered	Inversion	655,160000000001	0,342
4	28,351	80	50	0,8	0,06	Ordered	Inversion	548,44	0,351
4	28,351	80	50	0,8	0,07	Ordered	Inversion	714,400000000001	0,778
4	28,351	80	50	0,8	0,08	Ordered	Inversion	589,84	0,498
4	28,351	80	50	0,8	0,09	Ordered	Inversion	737,580000000001	0,368
4	28,351	80	50	0,8	0,1	Ordered	Inversion	654,960000000001	0,266
4	28,351	80	50	0,8	0,11	Ordered	Inversion	628,480000000001	0,435
4	28,351	80	50	0,8	0,12	Ordered	Inversion	676,300000000001	0,411
4	28,351	80	50	0,85	0,01	Ordered	Inversion	782,100000000001	0,367
4	28,351	80	50	0,85	0,02	Ordered	Inversion	722,420000000002	0,401
4	28,351	80	50	0,85	0,03	Ordered	Inversion	772,480000000001	0,194
4	28,351	80	50	0,85	0,04	Ordered	Inversion	633,000000000001	0,652
4	28,351	80	50	0,85	0,05	Ordered	Inversion	685,480000000001	0,622
4	28,351	80	50	0,85	0,06	Ordered	Inversion	663,320000000001	0,314
4	28,351	80	50	0,85	0,07	Ordered	Inversion	749,540000000001	0,5
4	28,351	80	50	0,85	0,08	Ordered	Inversion	589,840000000001	0,326
4	28,351	80	50	0,85	0,09	Ordered	Inversion	709,540000000001	0,399
4	28,351	80	50	0,85	0,1	Ordered	Inversion	526,96	0,489
4	28,351	80	50	0,85	0,11	Ordered	Inversion	759,600000000001	0,147
4	28,351	80	50	0,85	0,12	Ordered	Inversion	695,880000000001	0,309
4	28,351	80	50	0,9	0,01	Ordered	Inversion	761,540000000002	0,288
4	28,351	80	50	0,9	0,02	Ordered	Inversion	638,880000000001	0,442
4	28,351	80	50	0,9	0,03	Ordered	Inversion	714,540000000001	0,258
4	28,351	80	50	0,9	0,04	Ordered	Inversion	672,800000000001	0,392
4	28,351	80	50	0,9	0,05	Ordered	Inversion	715,420000000001	0,196
4	28,351	80	50	0,9	0,06	Ordered	Inversion	688,740000000001	0,449
4	28,351	80	50	0,9	0,07	Ordered	Inversion	559,320000000001	0,456
4	28,351	80	50	0,9	0,08	Ordered	Inversion	672,800000000001	0,58
4	28,351	80	50	0,9	0,09	Ordered	Inversion	591,74	0,811
4	28,351	80	50	0,9	0,1	Ordered	Inversion	739,040000000001	0,518
4	28,351	80	50	0,9	0,11	Ordered	Inversion	724,460000000001	0,848
4	28,351	80	50	0,9	0,12	Ordered	Inversion	730,340000000001	0,518
4	28,351	80	100	0,6	0,01	Ordered	Inversion	753,380000000001	0,475
4	28,351	80	100	0,6	0,02	Ordered	Inversion	658,760000000001	0,484
4	28,351	80	100	0,6	0,03	Ordered	Inversion	671,780000000001	0,985
4	28,351	80	100	0,6	0,04	Ordered	Inversion	788,320000000001	0,457
4	28,351	80	100	0,6	0,05	Ordered	Inversion	694,280000000001	0,378
4	28,351	80	100	0,6	0,06	Ordered	Inversion	526,96	0,778
4	28,351	80	100	0,6	0,07	Ordered	Inversion	589,84	0,427
4	28,351	80	100	0,6	0,08	Ordered	Inversion	662,060000000001	0,747
4	28,351	80	100	0,6	0,09	Ordered	Inversion	633,480000000001	0,671
4	28,351	80	100	0,6	0,1	Ordered	Inversion	589,840000000001	0,357
4	28,351	80	100	0,6	0,11	Ordered	Inversion	602,48	0,699
4	28,351	80	100	0,6	0,12	Ordered	Inversion	700,700000000001	0,864
4	28,351	80	100	0,65	0,01	Ordered	Inversion	671,240000000001	1,069
4	28,351	80	100	0,65	0,02	Ordered	Inversion	767,760000000001	0,633
4	28,351	80	100	0,65	0,03	Ordered	Inversion	679,360000000001	0,735
4	28,351	80	100	0,65	0,04	Ordered	Inversion	745,940000000002	0,363
4	28,351	80	100	0,65	0,05	Ordered	Inversion	688,060000000001	0,653
4	28,351	80	100	0,65	0,06	Ordered	Inversion	710,560000000001	0,767
4	28,351	80	100	0,65	0,07	Ordered	Inversion	701,24	0,34
4	28,351	80	100	0,65	0,08	Ordered	Inversion	654,960000000001	0,77
4	28,351	80	100	0,65	0,09	Ordered	Inversion	676,100000000001	0,923
4	28,351	80	100	0,65	0,1	Ordered	Inversion	625,720000000001	0,77
4	28,351	80	100	0,65	0,11	Ordered	Inversion	589,84	0,524
4	28,351	80	100	0,65	0,12	Ordered	Inversion	633,480000000001	0,753
4	28,351	80	100	0,7	0,01	Ordered	Inversion	722,040000000001	0,486
4	28,351	80	100	0,7	0,02	Ordered	Inversion	570,160000000001	0,693
4	28,351	80	100	0,7	0,03	Ordered	Inversion	642,140000000001	1,459
4	28,351	80	100	0,7	0,04	Ordered	Inversion	674,360000000001	0,867
4	28,351	80	100	0,7	0,05	Ordered	Inversion	589,84	0,552
4	28,351	80	100	0,7	0,06	Ordered	Inversion	677,660000000001	0,804
4	28,351	80	100	0,7	0,07	Ordered	Inversion	660,020000000001	0,427
4	28,351	80	100	0,7	0,08	Ordered	Inversion	706,240000000001	0,666
4	28,351	80	100	0,7	0,09	Ordered	Inversion	609,960000000001	0,862
4	28,351	80	100	0,7	0,1	Ordered	Inversion	575,6	0,542
4	28,351	80	100	0,7	0,11	Ordered	Inversion	697,980000000001	0,684
4	28,351	80	100	0,7	0,12	Ordered	Inversion	685,820000000001	0,581
4	28,351	80	100	0,75	0,01	Ordered	Inversion	799,840000000002	0,365
4	28,351	80	100	0,75	0,02	Ordered	Inversion	762,900000000001	0,685
4	28,351	80	100	0,75	0,03	Ordered	Inversion	672,120000000001	0,801
4	28,351	80	100	0,75	0,04	Ordered	Inversion	705,360000000001	0,558
4	28,351	80	100	0,75	0,05	Ordered	Inversion	682,320000000001	0,618
4	28,351	80	100	0,75	0,06	Ordered	Inversion	670,560000000001	0,81
4	28,351	80	100	0,75	0,07	Ordered	Inversion	705,360000000001	0,391
4	28,351	80	100	0,75	0,08	Ordered	Inversion	751,480000000001	0,583
4	28,351	80	100	0,75	0,09	Ordered	Inversion	712,500000000001	0,3
4	28,351	80	100	0,75	0,1	Ordered	Inversion	672,800000000001	0,692
4	28,351	80	100	0,75	0,11	Ordered	Inversion	676,780000000001	0,488
4	28,351	80	100	0,75	0,12	Ordered	Inversion	791,960000000001	0,817
4	28,351	80	100	0,8	0,01	Ordered	Inversion	771,260000000001	0,281
4	28,351	80	100	0,8	0,02	Ordered	Inversion	732,060000000001	0,78
4	28,351	80	100	0,8	0,03	Ordered	Inversion	670,560000000001	1,025
4	28,351	80	100	0,8	0,04	Ordered	Inversion	741,080000000001	0,54
4	28,351	80	100	0,8	0,05	Ordered	Inversion	625,720000000001	0,52
4	28,351	80	100	0,8	0,06	Ordered	Inversion	662,740000000001	0,631
4	28,351	80	100	0,8	0,07	Ordered	Inversion	672,800000000001	0,656
4	28,351	80	100	0,8	0,08	Ordered	Inversion	738,120000000001	0,693
4	28,351	80	100	0,8	0,09	Ordered	Inversion	624,440000000001	0,518
4	28,351	80	100	0,8	0,1	Ordered	Inversion	683,200000000001	0,784
4	28,351	80	100	0,8	0,11	Ordered	Inversion	683,880000000001	0,546
4	28,351	80	100	0,8	0,12	Ordered	Inversion	674,16	0,403
4	28,351	80	100	0,85	0,01	Ordered	Inversion	598,500000000001	0,579
4	28,351	80	100	0,85	0,02	Ordered	Inversion	710,020000000001	0,248
4	28,351	80	100	0,85	0,03	Ordered	Inversion	695,500000000001	1,113
4	28,351	80	100	0,85	0,04	Ordered	Inversion	772,960000000001	0,382
4	28,351	80	100	0,85	0,05	Ordered	Inversion	665,020000000002	0,499
4	28,351	80	100	0,85	0,06	Ordered	Inversion	642,140000000001	0,792
4	28,351	80	100	0,85	0,07	Ordered	Inversion	642,140000000001	0,81
4	28,351	80	100	0,85	0,08	Ordered	Inversion	736,960000000001	0,694
4	28,351	80	100	0,85	0,09	Ordered	Inversion	672,800000000001	0,673
4	28,351	80	100	0,85	0,1	Ordered	Inversion	642,140000000001	0,517
4	28,351	80	100	0,85	0,11	Ordered	Inversion	738,120000000001	0,55
4	28,351	80	100	0,85	0,12	Ordered	Inversion	736,420000000001	0,677
4	28,351	80	100	0,9	0,01	Ordered	Inversion	783,500000000001	0,842
4	28,351	80	100	0,9	0,02	Ordered	Inversion	589,84	0,894
4	28,351	80	100	0,9	0,03	Ordered	Inversion	701,24	0,728
4	28,351	80	100	0,9	0,04	Ordered	Inversion	712,320000000001	0,63
4	28,351	80	100	0,9	0,05	Ordered	Inversion	589,5	0,527
4	28,351	80	100	0,9	0,06	Ordered	Inversion	730,000000000001	0,579
4	28,351	80	100	0,9	0,07	Ordered	Inversion	706,260000000001	0,565
4	28,351	80	100	0,9	0,08	Ordered	Inversion	779,860000000001	0,65
4	28,351	80	100	0,9	0,09	Ordered	Inversion	589,84	1,38
4	28,351	80	100	0,9	0,1	Ordered	Inversion	681,640000000001	0,537
4	28,351	80	100	0,9	0,11	Ordered	Inversion	747,980000000001	0,81
4	28,351	80	100	0,9	0,12	Ordered	Inversion	737,780000000001	0,915
4	28,351	80	150	0,6	0,01	Ordered	Inversion	841,880000000001	0,589
4	28,351	80	150	0,6	0,02	Ordered	Inversion	765,000000000001	0,634
4	28,351	80	150	0,6	0,03	Ordered	Inversion	732,920000000001	1,141
4	28,351	80	150	0,6	0,04	Ordered	Inversion	609,280000000001	1,148
4	28,351	80	150	0,6	0,05	Ordered	Inversion	526,96	1,456
4	28,351	80	150	0,6	0,06	Ordered	Inversion	589,84	0,94
4	28,351	80	150	0,6	0,07	Ordered	Inversion	710,900000000001	0,831
4	28,351	80	150	0,6	0,08	Ordered	Inversion	597,96	1,074
4	28,351	80	150	0,6	0,09	Ordered	Inversion	716,100000000001	1,111
4	28,351	80	150	0,6	0,1	Ordered	Inversion	703,520000000001	1,431
4	28,351	80	150	0,6	0,11	Ordered	Inversion	708,860000000001	0,489
4	28,351	80	150	0,6	0,12	Ordered	Inversion	589,840000000001	0,655
4	28,351	80	150	0,65	0,01	Ordered	Inversion	626,780000000001	0,347
4	28,351	80	150	0,65	0,02	Ordered	Inversion	662,640000000001	0,654
4	28,351	80	150	0,65	0,03	Ordered	Inversion	657,260000000001	0,748
4	28,351	80	150	0,65	0,04	Ordered	Inversion	695,740000000001	1,137
4	28,351	80	150	0,65	0,05	Ordered	Inversion	621,840000000001	0,527
4	28,351	80	150	0,65	0,06	Ordered	Inversion	705,360000000001	0,912
4	28,351	80	150	0,65	0,07	Ordered	Inversion	711,580000000001	0,478
4	28,351	80	150	0,65	0,08	Ordered	Inversion	678,000000000001	0,877
4	28,351	80	150	0,65	0,09	Ordered	Inversion	677,800000000001	0,708
4	28,351	80	150	0,65	0,1	Ordered	Inversion	709,020000000001	0,696
4	28,351	80	150	0,65	0,11	Ordered	Inversion	674,360000000001	0,847
4	28,351	80	150	0,65	0,12	Ordered	Inversion	682,320000000001	0,444
4	28,351	80	150	0,7	0,01	Ordered	Inversion	692,040000000001	1,036
4	28,351	80	150	0,7	0,02	Ordered	Inversion	628,620000000001	2,525
4	28,351	80	150	0,7	0,03	Ordered	Inversion	704,680000000001	0,855
4	28,351	80	150	0,7	0,04	Ordered	Inversion	636,600000000001	0,672
4	28,351	80	150	0,7	0,05	Ordered	Inversion	642,140000000001	0,676
4	28,351	80	150	0,7	0,06	Ordered	Inversion	598,500000000001	0,756
4	28,351	80	150	0,7	0,07	Ordered	Inversion	589,840000000001	1,482
4	28,351	80	150	0,7	0,08	Ordered	Inversion	720,080000000001	1,114
4	28,351	80	150	0,7	0,09	Ordered	Inversion	669,400000000001	0,63
4	28,351	80	150	0,7	0,1	Ordered	Inversion	642,140000000001	0,628
4	28,351	80	150	0,7	0,11	Ordered	Inversion	589,84	1,395
4	28,351	80	150	0,7	0,12	Ordered	Inversion	642,140000000001	0,439
4	28,351	80	150	0,75	0,01	Ordered	Inversion	678,340000000001	1,488
4	28,351	80	150	0,75	0,02	Ordered	Inversion	688,600000000001	0,662
4	28,351	80	150	0,75	0,03	Ordered	Inversion	589,840000000001	0,558
4	28,351	80	150	0,75	0,04	Ordered	Inversion	657,88	1,116
4	28,351	80	150	0,75	0,05	Ordered	Inversion	704,340000000001	1,031
4	28,351	80	150	0,75	0,06	Ordered	Inversion	602,48	1,425
4	28,351	80	150	0,75	0,07	Ordered	Inversion	642,140000000001	0,769
4	28,351	80	150	0,75	0,08	Ordered	Inversion	526,96	1,005
4	28,351	80	150	0,75	0,09	Ordered	Inversion	589,840000000001	0,993
4	28,351	80	150	0,75	0,1	Ordered	Inversion	595,040000000001	0,771
4	28,351	80	150	0,75	0,11	Ordered	Inversion	589,840000000001	0,781
4	28,351	80	150	0,75	0,12	Ordered	Inversion	672,800000000001	0,8
4	28,351	80	150	0,8	0,01	Ordered	Inversion	653,420000000001	1,242
4	28,351	80	150	0,8	0,02	Ordered	Inversion	676,300000000001	1,311
4	28,351	80	150	0,8	0,03	Ordered	Inversion	735,060000000001	0,628
4	28,351	80	150	0,8	0,04	Ordered	Inversion	709,200000000001	0,948
4	28,351	80	150	0,8	0,05	Ordered	Inversion	730,140000000002	0,931
4	28,351	80	150	0,8	0,06	Ordered	Inversion	743,660000000001	1,134
4	28,351	80	150	0,8	0,07	Ordered	Inversion	642,140000000001	0,703
4	28,351	80	150	0,8	0,08	Ordered	Inversion	674,360000000001	0,715
4	28,351	80	150	0,8	0,09	Ordered	Inversion	628,620000000001	0,581
4	28,351	80	150	0,8	0,1	Ordered	Inversion	679,220000000001	0,825
4	28,351	80	150	0,8	0,11	Ordered	Inversion	712,160000000001	0,934
4	28,351	80	150	0,8	0,12	Ordered	Inversion	735,680000000001	0,878
4	28,351	80	150	0,85	0,01	Ordered	Inversion	642,140000000001	1,15
4	28,351	80	150	0,85	0,02	Ordered	Inversion	683,200000000001	1,121
4	28,351	80	150	0,85	0,03	Ordered	Inversion	706,240000000001	0,825
4	28,351	80	150	0,85	0,04	Ordered	Inversion	632,460000000001	0,727
4	28,351	80	150	0,85	0,05	Ordered	Inversion	733,940000000001	2,172
4	28,351	80	150	0,85	0,06	Ordered	Inversion	674,360000000001	1,189
4	28,351	80	150	0,85	0,07	Ordered	Inversion	716,100000000001	1,414
4	28,351	80	150	0,85	0,08	Ordered	Inversion	589,84	0,768
4	28,351	80	150	0,85	0,09	Ordered	Inversion	642,140000000001	0,953
4	28,351	80	150	0,85	0,1	Ordered	Inversion	526,96	0,835
4	28,351	80	150	0,85	0,11	Ordered	Inversion	642,140000000001	0,891
4	28,351	80	150	0,85	0,12	Ordered	Inversion	682,860000000001	0,832
4	28,351	80	150	0,9	0,01	Ordered	Inversion	730,820000000001	0,789
4	28,351	80	150	0,9	0,02	Ordered	Inversion	693,600000000001	0,811
4	28,351	80	150	0,9	0,03	Ordered	Inversion	669,200000000001	1,042
4	28,351	80	150	0,9	0,04	Ordered	Inversion	642,140000000001	1,048
4	28,351	80	150	0,9	0,05	Ordered	Inversion	659,340000000001	2,363
4	28,351	80	150	0,9	0,06	Ordered	Inversion	526,96	0,994
4	28,351	80	150	0,9	0,07	Ordered	Inversion	743,660000000001	1,039
4	28,351	80	150	0,9	0,08	Ordered	Inversion	738,120000000001	1,071
4	28,351	80	150	0,9	0,09	Ordered	Inversion	672,800000000001	0,765
4	28,351	80	150	0,9	0,1	Ordered	Inversion	715,560000000001	1,275
4	28,351	80	150	0,9	0,11	Ordered	Inversion	643,540000000001	1,188
4	28,351	80	150	0,9	0,12	Ordered	Inversion	718,240000000001	0,803
4	28,351	80	200	0,6	0,01	Ordered	Inversion	737,980000000001	1,296
4	28,351	80	200	0,6	0,02	Ordered	Inversion	709,880000000001	1,024
4	28,351	80	200	0,6	0,03	Ordered	Inversion	672,800000000001	1,732
4	28,351	80	200	0,6	0,04	Ordered	Inversion	675,080000000001	1,237
4	28,351	80	200	0,6	0,05	Ordered	Inversion	672,800000000001	1,584
4	28,351	80	200	0,6	0,06	Ordered	Inversion	633,480000000001	1,814
4	28,351	80	200	0,6	0,07	Ordered	Inversion	642,140000000001	0,624
4	28,351	80	200	0,6	0,08	Ordered	Inversion	676,300000000001	1,822
4	28,351	80	200	0,6	0,09	Ordered	Inversion	743,660000000001	2,045
4	28,351	80	200	0,6	0,1	Ordered	Inversion	672,120000000001	1,035
4	28,351	80	200	0,6	0,11	Ordered	Inversion	672,800000000001	0,99
4	28,351	80	200	0,6	0,12	Ordered	Inversion	681,300000000001	1,459
4	28,351	80	200	0,65	0,01	Ordered	Inversion	689,660000000001	1,777
4	28,351	80	200	0,65	0,02	Ordered	Inversion	714,740000000001	1,223
4	28,351	80	200	0,65	0,03	Ordered	Inversion	706,380000000001	2,765
4	28,351	80	200	0,65	0,04	Ordered	Inversion	693,600000000001	2,198
4	28,351	80	200	0,65	0,05	Ordered	Inversion	526,96	0,858
4	28,351	80	200	0,65	0,06	Ordered	Inversion	743,660000000001	1,232
4	28,351	80	200	0,65	0,07	Ordered	Inversion	672,120000000001	1,467
4	28,351	80	200	0,65	0,08	Ordered	Inversion	672,120000000001	0,854
4	28,351	80	200	0,65	0,09	Ordered	Inversion	724,660000000001	1,084
4	28,351	80	200	0,65	0,1	Ordered	Inversion	602,48	0,695
4	28,351	80	200	0,65	0,11	Ordered	Inversion	672,800000000001	0,878
4	28,351	80	200	0,65	0,12	Ordered	Inversion	526,96	1,516
4	28,351	80	200	0,7	0,01	Ordered	Inversion	714,060000000001	1,265
4	28,351	80	200	0,7	0,02	Ordered	Inversion	662,740000000001	0,881
4	28,351	80	200	0,7	0,03	Ordered	Inversion	732,240000000001	1,79
4	28,351	80	200	0,7	0,04	Ordered	Inversion	672,360000000001	0,654
4	28,351	80	200	0,7	0,05	Ordered	Inversion	593,680000000001	1,044
4	28,351	80	200	0,7	0,06	Ordered	Inversion	714,540000000001	0,897
4	28,351	80	200	0,7	0,07	Ordered	Inversion	617,200000000001	1,082
4	28,351	80	200	0,7	0,08	Ordered	Inversion	642,140000000001	1,69
4	28,351	80	200	0,7	0,09	Ordered	Inversion	628,620000000001	1,727
4	28,351	80	200	0,7	0,1	Ordered	Inversion	730,820000000001	0,825
4	28,351	80	200	0,7	0,11	Ordered	Inversion	710,900000000001	0,789
4	28,351	80	200	0,7	0,12	Ordered	Inversion	628,620000000001	1,784
4	28,351	80	200	0,75	0,01	Ordered	Inversion	699,340000000001	0,624
4	28,351	80	200	0,75	0,02	Ordered	Inversion	719,600000000001	1,614
4	28,351	80	200	0,75	0,03	Ordered	Inversion	674,360000000001	1,056
4	28,351	80	200	0,75	0,04	Ordered	Inversion	756,480000000001	0,669
4	28,351	80	200	0,75	0,05	Ordered	Inversion	642,140000000001	1,103
4	28,351	80	200	0,75	0,06	Ordered	Inversion	526,96	1,087
4	28,351	80	200	0,75	0,07	Ordered	Inversion	688,6	1,571
4	28,351	80	200	0,75	0,08	Ordered	Inversion	589,840000000001	1,873
4	28,351	80	200	0,75	0,09	Ordered	Inversion	736,020000000001	0,772
4	28,351	80	200	0,75	0,1	Ordered	Inversion	589,840000000001	0,828
4	28,351	80	200	0,75	0,11	Ordered	Inversion	709,200000000001	0,895
4	28,351	80	200	0,75	0,12	Ordered	Inversion	628,620000000001	0,9
4	28,351	80	200	0,8	0,01	Ordered	Inversion	704,680000000001	1,329
4	28,351	80	200	0,8	0,02	Ordered	Inversion	632,860000000001	0,677
4	28,351	80	200	0,8	0,03	Ordered	Inversion	672,800000000001	1,653
4	28,351	80	200	0,8	0,04	Ordered	Inversion	593,680000000001	1,263
4	28,351	80	200	0,8	0,05	Ordered	Inversion	655,320000000001	0,872
4	28,351	80	200	0,8	0,06	Ordered	Inversion	672,800000000001	1,325
4	28,351	80	200	0,8	0,07	Ordered	Inversion	662,740000000001	2,266
4	28,351	80	200	0,8	0,08	Ordered	Inversion	589,840000000001	1,191
4	28,351	80	200	0,8	0,09	Ordered	Inversion	722,040000000001	2,172
4	28,351	80	200	0,8	0,1	Ordered	Inversion	638,540000000001	0,876
4	28,351	80	200	0,8	0,11	Ordered	Inversion	602,48	1,44
4	28,351	80	200	0,8	0,12	Ordered	Inversion	672,800000000001	0,999
4	28,351	80	200	0,85	0,01	Ordered	Inversion	657,400000000001	1,256
4	28,351	80	200	0,85	0,02	Ordered	Inversion	632,460000000001	1,299
4	28,351	80	200	0,85	0,03	Ordered	Inversion	720,280000000001	0,926
4	28,351	80	200	0,85	0,04	Ordered	Inversion	595,040000000001	0,863
4	28,351	80	200	0,85	0,05	Ordered	Inversion	526,96	1,807
4	28,351	80	200	0,85	0,06	Ordered	Inversion	526,96	1,351
4	28,351	80	200	0,85	0,07	Ordered	Inversion	642,140000000001	1,558
4	28,351	80	200	0,85	0,08	Ordered	Inversion	593,680000000001	0,935
4	28,351	80	200	0,85	0,09	Ordered	Inversion	526,96	2,215
4	28,351	80	200	0,85	0,1	Ordered	Inversion	672,800000000001	0,778
4	28,351	80	200	0,85	0,11	Ordered	Inversion	721,500000000001	1,057
4	28,351	80	200	0,85	0,12	Ordered	Inversion	642,140000000001	1,618
4	28,351	80	200	0,9	0,01	Ordered	Inversion	672,800000000001	1,25
4	28,351	80	200	0,9	0,02	Ordered	Inversion	709,200000000001	2,128
4	28,351	80	200	0,9	0,03	Ordered	Inversion	742,440000000001	1,318
4	28,351	80	200	0,9	0,04	Ordered	Inversion	693,460000000001	1,353
4	28,351	80	200	0,9	0,05	Ordered	Inversion	712,160000000001	0,564
4	28,351	80	200	0,9	0,06	Ordered	Inversion	589,840000000001	1,476
4	28,351	80	200	0,9	0,07	Ordered	Inversion	746,760000000001	1,224
4	28,351	80	200	0,9	0,08	Ordered	Inversion	674,360000000001	1,23
4	28,351	80	200	0,9	0,09	Ordered	Inversion	602,48	1,562
4	28,351	80	200	0,9	0,1	Ordered	Inversion	671,100000000001	2,083
4	28,351	80	200	0,9	0,11	Ordered	Inversion	674,360000000001	1,161
4	28,351	80	200	0,9	0,12	Ordered	Inversion	727,380000000001	1,749
4	28,351	80	250	0,6	0,01	Ordered	Inversion	703,800000000001	1
4	28,351	80	250	0,6	0,02	Ordered	Inversion	691,320000000001	1,67
4	28,351	80	250	0,6	0,03	Ordered	Inversion	642,140000000001	2,378
