2017-08-31 03:06:54:8975	../../../files/testListWithPickListSize025.txt
NumberOfStagnantGeneration	PopulationSize	CrossoverProbability	MutationProbability	CrossoverOperator	MutationOperator	TravelledDistance	RunningTime
1	193,837	30	30	0,7	0,04	Ordered	Inversion	845,760000000002	0,024
1	193,837	30	30	0,7	0,05	Ordered	Inversion	786,520000000001	0,077
1	193,837	30	30	0,8	0,01	Ordered	Inversion	903,500000000003	0,073
1	193,837	30	30	0,8	0,02	Ordered	Inversion	855,680000000002	0,13
1	193,837	30	30	0,8	0,03	Ordered	Inversion	987,140000000001	0,075
1	193,837	30	30	0,8	0,04	Ordered	Inversion	876,580000000002	0,083
1	193,837	30	30	0,8	0,05	Ordered	Inversion	1003,56	0,053
1	193,837	30	30	0,9	0,01	Ordered	Inversion	809,900000000002	0,1
1	193,837	30	30	0,9	0,02	Ordered	Inversion	803,240000000001	0,087
1	193,837	30	30	0,9	0,03	Ordered	Inversion	823,940000000002	0,253
1	193,837	30	30	0,9	0,04	Ordered	Inversion	758,240000000001	0,145
1	193,837	30	30	0,9	0,05	Ordered	Inversion	808,340000000002	0,179
1	193,837	30	40	0,6	0,01	Ordered	Inversion	1079,28	0,048
1	193,837	30	40	0,6	0,02	Ordered	Inversion	1090,56	0,023
1	193,837	30	40	0,6	0,03	Ordered	Inversion	895,140000000002	0,155
1	193,837	30	40	0,6	0,04	Ordered	Inversion	915,400000000002	0,074
1	193,837	30	40	0,6	0,05	Ordered	Inversion	801,780000000002	0,058
1	193,837	30	40	0,7	0,01	Ordered	Inversion	1064,46	0,024
1	193,837	30	40	0,7	0,02	Ordered	Inversion	773,320000000001	0,113
1	193,837	30	40	0,7	0,03	Ordered	Inversion	920,260000000002	0,061
1	193,837	30	40	0,7	0,04	Ordered	Inversion	771,940000000001	0,2
1	193,837	30	40	0,7	0,05	Ordered	Inversion	813,840000000001	0,162
1	193,837	30	40	0,8	0,01	Ordered	Inversion	855,640000000002	0,072
1	193,837	30	40	0,8	0,02	Ordered	Inversion	873,660000000002	0,051
1	193,837	30	40	0,8	0,03	Ordered	Inversion	818,980000000002	0,034
1	193,837	30	40	0,8	0,04	Ordered	Inversion	780,200000000001	0,143
1	193,837	30	40	0,8	0,05	Ordered	Inversion	837,740000000002	0,045
1	193,837	30	40	0,9	0,01	Ordered	Inversion	927,360000000002	0,082
1	193,837	30	40	0,9	0,02	Ordered	Inversion	805,520000000002	0,271
1	193,837	30	40	0,9	0,03	Ordered	Inversion	810,920000000001	0,114
1	193,837	30	40	0,9	0,04	Ordered	Inversion	779,520000000001	0,289
1	193,837	30	40	0,9	0,05	Ordered	Inversion	739,380000000001	0,223
1	193,837	30	50	0,6	0,01	Ordered	Inversion	749,200000000002	0,078
1	193,837	30	50	0,6	0,02	Ordered	Inversion	832,400000000002	0,097
1	193,837	30	50	0,6	0,03	Ordered	Inversion	907,920000000002	0,031
1	193,837	30	50	0,6	0,04	Ordered	Inversion	802,020000000001	0,13
1	193,837	30	50	0,6	0,05	Ordered	Inversion	776,260000000002	0,18
1	193,837	30	50	0,7	0,01	Ordered	Inversion	755,180000000001	0,047
1	193,837	30	50	0,7	0,02	Ordered	Inversion	935,040000000002	0,04
1	193,837	30	50	0,7	0,03	Ordered	Inversion	839,640000000001	0,125
1	193,837	30	50	0,7	0,04	Ordered	Inversion	788,900000000001	0,185
1	193,837	30	50	0,7	0,05	Ordered	Inversion	750,800000000001	0,114
1	193,837	30	50	0,8	0,01	Ordered	Inversion	752,700000000001	0,149
1	193,837	30	50	0,8	0,02	Ordered	Inversion	799,640000000002	0,089
1	193,837	30	50	0,8	0,03	Ordered	Inversion	854,900000000001	0,111
1	193,837	30	50	0,8	0,04	Ordered	Inversion	800,180000000001	0,192
1	193,837	30	50	0,8	0,05	Ordered	Inversion	679,940000000001	0,196
1	193,837	30	50	0,9	0,01	Ordered	Inversion	905,540000000002	0,106
1	193,837	30	50	0,9	0,02	Ordered	Inversion	923,720000000002	0,065
1	193,837	30	50	0,9	0,03	Ordered	Inversion	787,540000000002	0,283
1	193,837	30	50	0,9	0,04	Ordered	Inversion	704,340000000001	0,349
1	193,837	30	50	0,9	0,05	Ordered	Inversion	740,060000000002	0,177
1	193,837	35	10	0,6	0,01	Ordered	Inversion	1399,84	0,006
1	193,837	35	10	0,6	0,02	Ordered	Inversion	1218,76	0,013
1	193,837	35	10	0,6	0,03	Ordered	Inversion	1327,48	0,015
1	193,837	35	10	0,6	0,04	Ordered	Inversion	966,580000000002	0,105
1	193,837	35	10	0,6	0,05	Ordered	Inversion	1084,28	0,018
1	193,837	35	10	0,7	0,01	Ordered	Inversion	1300,8	0,007
1	193,837	35	10	0,7	0,02	Ordered	Inversion	1480,12	0,004
1	193,837	35	10	0,7	0,03	Ordered	Inversion	1144,02	0,01
1	193,837	35	10	0,7	0,04	Ordered	Inversion	1005,56	0,027
1	193,837	35	10	0,7	0,05	Ordered	Inversion	1079,28	0,019
1	193,837	35	10	0,8	0,01	Ordered	Inversion	1361,34	0,006
1	193,837	35	10	0,8	0,02	Ordered	Inversion	955,600000000002	0,026
1	193,837	35	10	0,8	0,03	Ordered	Inversion	1226,92	0,015
1	193,837	35	10	0,8	0,04	Ordered	Inversion	981,940000000002	0,038
1	193,837	35	10	0,8	0,05	Ordered	Inversion	1079,66	0,028
1	193,837	35	10	0,9	0,01	Ordered	Inversion	1345,4	0,008
1	193,837	35	10	0,9	0,02	Ordered	Inversion	1268,34	0,019
1	193,837	35	10	0,9	0,03	Ordered	Inversion	1272,16	0,08
1	193,837	35	10	0,9	0,04	Ordered	Inversion	1183,82	0,427
1	193,837	35	10	0,9	0,05	Ordered	Inversion	955,940000000002	0,315
1	193,837	35	20	0,6	0,01	Ordered	Inversion	1049,16	0,01
1	193,837	35	20	0,6	0,02	Ordered	Inversion	1139,1	0,021
1	193,837	35	20	0,6	0,03	Ordered	Inversion	759,640000000002	0,03
1	193,837	35	20	0,6	0,04	Ordered	Inversion	1115,78	0,016
1	193,837	35	20	0,6	0,05	Ordered	Inversion	816,400000000002	0,057
1	193,837	35	20	0,7	0,01	Ordered	Inversion	1187,9	0,024
1	193,837	35	20	0,7	0,02	Ordered	Inversion	1105,96	0,017
1	193,837	35	20	0,7	0,03	Ordered	Inversion	775,740000000001	0,137
1	193,837	35	20	0,7	0,04	Ordered	Inversion	1009,1	0,038
1	193,837	35	20	0,7	0,05	Ordered	Inversion	885,280000000002	0,019
1	193,837	35	20	0,8	0,01	Ordered	Inversion	1013,68	0,038
1	193,837	35	20	0,8	0,02	Ordered	Inversion	893,980000000003	0,059
1	193,837	35	20	0,8	0,03	Ordered	Inversion	979,460000000002	0,065
1	193,837	35	20	0,8	0,04	Ordered	Inversion	928,240000000002	0,048
1	193,837	35	20	0,8	0,05	Ordered	Inversion	890,380000000001	0,143
1	193,837	35	20	0,9	0,01	Ordered	Inversion	1132,4	0,033
1	193,837	35	20	0,9	0,02	Ordered	Inversion	885,760000000002	0,092
1	193,837	35	20	0,9	0,03	Ordered	Inversion	887,900000000001	0,091
1	193,837	35	20	0,9	0,04	Ordered	Inversion	920,080000000002	0,692
1	193,837	35	20	0,9	0,05	Ordered	Inversion	890,280000000002	0,548
1	193,837	35	30	0,6	0,01	Ordered	Inversion	963,040000000002	0,112
1	193,837	35	30	0,6	0,02	Ordered	Inversion	776,700000000002	0,058
1	193,837	35	30	0,6	0,03	Ordered	Inversion	962,880000000003	0,058
1	193,837	35	30	0,6	0,04	Ordered	Inversion	863,220000000001	0,038
1	193,837	35	30	0,6	0,05	Ordered	Inversion	833,320000000002	0,046
1	193,837	35	30	0,7	0,01	Ordered	Inversion	1029,9	0,024
1	193,837	35	30	0,7	0,02	Ordered	Inversion	878,320000000002	0,067
1	193,837	35	30	0,7	0,03	Ordered	Inversion	895,820000000002	0,026
1	193,837	35	30	0,7	0,04	Ordered	Inversion	836,580000000002	0,077
1	193,837	35	30	0,7	0,05	Ordered	Inversion	796,000000000001	0,1
1	193,837	35	30	0,8	0,01	Ordered	Inversion	953,560000000002	0,051
1	193,837	35	30	0,8	0,02	Ordered	Inversion	985,060000000002	0,036
1	193,837	35	30	0,8	0,03	Ordered	Inversion	944,660000000002	0,071
1	193,837	35	30	0,8	0,04	Ordered	Inversion	643,060000000001	0,111
1	193,837	35	30	0,8	0,05	Ordered	Inversion	765,140000000001	0,097
1	193,837	35	30	0,9	0,01	Ordered	Inversion	999,100000000002	0,061
1	193,837	35	30	0,9	0,02	Ordered	Inversion	869,140000000002	0,192
1	193,837	35	30	0,9	0,03	Ordered	Inversion	770,720000000002	0,089
1	193,837	35	30	0,9	0,04	Ordered	Inversion	840,320000000001	0,139
1	193,837	35	30	0,9	0,05	Ordered	Inversion	748,900000000002	0,254
1	193,837	35	40	0,6	0,01	Ordered	Inversion	1082,1	0,137
1	193,837	35	40	0,6	0,02	Ordered	Inversion	826,520000000002	0,06
1	193,837	35	40	0,6	0,03	Ordered	Inversion	888,340000000001	0,076
1	193,837	35	40	0,6	0,04	Ordered	Inversion	878,020000000002	0,161
1	193,837	35	40	0,6	0,05	Ordered	Inversion	877,060000000002	0,069
1	193,837	35	40	0,7	0,01	Ordered	Inversion	1070,1	0,022
1	193,837	35	40	0,7	0,02	Ordered	Inversion	860,580000000002	0,099
1	193,837	35	40	0,7	0,03	Ordered	Inversion	873,420000000001	0,072
1	193,837	35	40	0,7	0,04	Ordered	Inversion	760,080000000001	0,138
1	193,837	35	40	0,7	0,05	Ordered	Inversion	802,800000000002	0,079
1	193,837	35	40	0,8	0,01	Ordered	Inversion	854,180000000001	0,184
1	193,837	35	40	0,8	0,02	Ordered	Inversion	837,540000000002	0,085
1	193,837	35	40	0,8	0,03	Ordered	Inversion	791,860000000002	0,226
1	193,837	35	40	0,8	0,04	Ordered	Inversion	871,960000000002	0,076
1	193,837	35	40	0,8	0,05	Ordered	Inversion	695,880000000001	0,182
1	193,837	35	40	0,9	0,01	Ordered	Inversion	892,320000000002	0,061
1	193,837	35	40	0,9	0,02	Ordered	Inversion	808,000000000002	0,313
1	193,837	35	40	0,9	0,03	Ordered	Inversion	787,540000000002	0,231
1	193,837	35	40	0,9	0,04	Ordered	Inversion	725,140000000001	0,355
1	193,837	35	40	0,9	0,05	Ordered	Inversion	801,440000000002	0,157
1	193,837	35	50	0,6	0,01	Ordered	Inversion	792,600000000001	0,034
1	193,837	35	50	0,6	0,02	Ordered	Inversion	798,080000000002	0,107
1	193,837	35	50	0,6	0,03	Ordered	Inversion	725,480000000001	0,145
1	193,837	35	50	0,6	0,04	Ordered	Inversion	832,400000000002	0,181
1	193,837	35	50	0,6	0,05	Ordered	Inversion	752,500000000001	0,122
1	193,837	35	50	0,7	0,01	Ordered	Inversion	931,680000000003	0,116
1	193,837	35	50	0,7	0,02	Ordered	Inversion	928,000000000001	0,052
1	193,837	35	50	0,7	0,03	Ordered	Inversion	781,900000000001	0,104
1	193,837	35	50	0,7	0,04	Ordered	Inversion	732,240000000001	0,265
1	193,837	35	50	0,7	0,05	Ordered	Inversion	758,040000000001	0,125
1	193,837	35	50	0,8	0,01	Ordered	Inversion	865,980000000002	0,049
1	193,837	35	50	0,8	0,02	Ordered	Inversion	727,760000000002	0,219
1	193,837	35	50	0,8	0,03	Ordered	Inversion	830,500000000002	0,283
1	193,837	35	50	0,8	0,04	Ordered	Inversion	746,960000000001	0,136
1	193,837	35	50	0,8	0,05	Ordered	Inversion	692,720000000001	0,275
1	193,837	35	50	0,9	0,01	Ordered	Inversion	829,140000000002	0,182
1	193,837	35	50	0,9	0,02	Ordered	Inversion	766,740000000001	0,338
1	193,837	35	50	0,9	0,03	Ordered	Inversion	794,240000000001	0,165
1	193,837	35	50	0,9	0,04	Ordered	Inversion	852,520000000002	0,148
1	193,837	35	50	0,9	0,05	Ordered	Inversion	796,820000000002	0,125
1	193,837	40	10	0,6	0,01	Ordered	Inversion	1246,9	0,085
1	193,837	40	10	0,6	0,02	Ordered	Inversion	1287,68	0,005
1	193,837	40	10	0,6	0,03	Ordered	Inversion	953,600000000002	0,021
1	193,837	40	10	0,6	0,04	Ordered	Inversion	1209,86	0,012
1	193,837	40	10	0,6	0,05	Ordered	Inversion	1012,16	0,041
1	193,837	40	10	0,7	0,01	Ordered	Inversion	1293,26	0,008
1	193,837	40	10	0,7	0,02	Ordered	Inversion	1108,78	0,008
1	193,837	40	10	0,7	0,03	Ordered	Inversion	1117,64	0,015
1	193,837	40	10	0,7	0,04	Ordered	Inversion	1152,48	0,048
1	193,837	40	10	0,7	0,05	Ordered	Inversion	1114,46	0,036
1	193,837	40	10	0,8	0,01	Ordered	Inversion	1323,64	0,015
1	193,837	40	10	0,8	0,02	Ordered	Inversion	1195,92	0,013
1	193,837	40	10	0,8	0,03	Ordered	Inversion	1122,64	0,058
1	193,837	40	10	0,8	0,04	Ordered	Inversion	994,760000000002	0,187
1	193,837	40	10	0,8	0,05	Ordered	Inversion	901,160000000002	0,047
1	193,837	40	10	0,9	0,01	Ordered	Inversion	1171,14	0,026
1	193,837	40	10	0,9	0,02	Ordered	Inversion	1075,2	0,127
1	193,837	40	10	0,9	0,03	Ordered	Inversion	1276,5	0,114
1	193,837	40	10	0,9	0,04	Ordered	Inversion	1311	0,4
1	193,837	40	10	0,9	0,05	Ordered	Inversion	1056,78	1,954
1	193,837	40	20	0,6	0,01	Ordered	Inversion	1166,76	0,016
1	193,837	40	20	0,6	0,02	Ordered	Inversion	1123,32	0,02
1	193,837	40	20	0,6	0,03	Ordered	Inversion	1041,52	0,032
1	193,837	40	20	0,6	0,04	Ordered	Inversion	963,080000000002	0,051
1	193,837	40	20	0,6	0,05	Ordered	Inversion	1085,98	0,028
1	193,837	40	20	0,7	0,01	Ordered	Inversion	1094	0,05
1	193,837	40	20	0,7	0,02	Ordered	Inversion	1049,2	0,018
1	193,837	40	20	0,7	0,03	Ordered	Inversion	913,860000000001	0,02
1	193,837	40	20	0,7	0,04	Ordered	Inversion	829,720000000002	0,061
1	193,837	40	20	0,7	0,05	Ordered	Inversion	807,760000000001	0,082
1	193,837	40	20	0,8	0,01	Ordered	Inversion	1000,4	0,069
1	193,837	40	20	0,8	0,02	Ordered	Inversion	1057,32	0,04
1	193,837	40	20	0,8	0,03	Ordered	Inversion	776,800000000002	0,107
1	193,837	40	20	0,8	0,04	Ordered	Inversion	878,320000000002	0,054
1	193,837	40	20	0,8	0,05	Ordered	Inversion	850,580000000001	0,058
1	193,837	40	20	0,9	0,01	Ordered	Inversion	902,960000000002	0,042
1	193,837	40	20	0,9	0,02	Ordered	Inversion	963,720000000002	0,193
1	193,837	40	20	0,9	0,03	Ordered	Inversion	856,500000000002	1,298
1	193,837	40	20	0,9	0,04	Ordered	Inversion	811,120000000001	1,937
1	193,837	40	20	0,9	0,05	Ordered	Inversion	810,240000000002	0,31
1	193,837	40	30	0,6	0,01	Ordered	Inversion	933,100000000002	0,046
1	193,837	40	30	0,6	0,02	Ordered	Inversion	868,120000000002	0,061
1	193,837	40	30	0,6	0,03	Ordered	Inversion	975,240000000002	0,021
1	193,837	40	30	0,6	0,04	Ordered	Inversion	968,040000000002	0,037
1	193,837	40	30	0,6	0,05	Ordered	Inversion	845,120000000001	0,104
1	193,837	40	30	0,7	0,01	Ordered	Inversion	939,660000000002	0,038
1	193,837	40	30	0,7	0,02	Ordered	Inversion	962,880000000003	0,057
1	193,837	40	30	0,7	0,03	Ordered	Inversion	838,960000000002	0,076
1	193,837	40	30	0,7	0,04	Ordered	Inversion	883,180000000002	0,086
1	193,837	40	30	0,7	0,05	Ordered	Inversion	877,840000000002	0,047
1	193,837	40	30	0,8	0,01	Ordered	Inversion	965,660000000002	0,041
1	193,837	40	30	0,8	0,02	Ordered	Inversion	896,980000000002	0,079
1	193,837	40	30	0,8	0,03	Ordered	Inversion	790,740000000001	0,062
1	193,837	40	30	0,8	0,04	Ordered	Inversion	862,460000000002	0,061
1	193,837	40	30	0,8	0,05	Ordered	Inversion	841,580000000002	0,078
1	193,837	40	30	0,9	0,01	Ordered	Inversion	952,340000000003	0,11
1	193,837	40	30	0,9	0,02	Ordered	Inversion	804,020000000002	0,159
1	193,837	40	30	0,9	0,03	Ordered	Inversion	743,700000000002	0,283
1	193,837	40	30	0,9	0,04	Ordered	Inversion	788,900000000002	0,165
1	193,837	40	30	0,9	0,05	Ordered	Inversion	790,800000000001	0,168
1	193,837	40	40	0,6	0,01	Ordered	Inversion	1009,78	0,034
1	193,837	40	40	0,6	0,02	Ordered	Inversion	941,220000000002	0,051
1	193,837	40	40	0,6	0,03	Ordered	Inversion	900,680000000002	0,211
1	193,837	40	40	0,6	0,04	Ordered	Inversion	803,820000000002	0,06
1	193,837	40	40	0,6	0,05	Ordered	Inversion	766,500000000001	0,129
1	193,837	40	40	0,7	0,01	Ordered	Inversion	1074,48	0,032
1	193,837	40	40	0,7	0,02	Ordered	Inversion	677,72	0,154
1	193,837	40	40	0,7	0,03	Ordered	Inversion	771,060000000002	0,351
1	193,837	40	40	0,7	0,04	Ordered	Inversion	712,800000000001	0,269
1	193,837	40	40	0,7	0,05	Ordered	Inversion	829,680000000002	0,066
1	193,837	40	40	0,8	0,01	Ordered	Inversion	937,900000000003	0,051
1	193,837	40	40	0,8	0,02	Ordered	Inversion	778,360000000001	0,073
1	193,837	40	40	0,8	0,03	Ordered	Inversion	799,300000000001	0,082
1	193,837	40	40	0,8	0,04	Ordered	Inversion	815,440000000002	0,133
1	193,837	40	40	0,8	0,05	Ordered	Inversion	747,300000000001	0,088
1	193,837	40	40	0,9	0,01	Ordered	Inversion	779,820000000002	0,129
1	193,837	40	40	0,9	0,02	Ordered	Inversion	755,660000000001	0,189
1	193,837	40	40	0,9	0,03	Ordered	Inversion	932,220000000002	0,183
1	193,837	40	40	0,9	0,04	Ordered	Inversion	713,620000000001	0,099
1	193,837	40	40	0,9	0,05	Ordered	Inversion	760,080000000001	0,11
1	193,837	40	50	0,6	0,01	Ordered	Inversion	941,840000000002	0,062
1	193,837	40	50	0,6	0,02	Ordered	Inversion	838,320000000002	0,073
1	193,837	40	50	0,6	0,03	Ordered	Inversion	638,680000000001	0,234
1	193,837	40	50	0,6	0,04	Ordered	Inversion	725,140000000001	0,255
1	193,837	40	50	0,6	0,05	Ordered	Inversion	727,860000000001	0,113
1	193,837	40	50	0,7	0,01	Ordered	Inversion	921,920000000002	0,104
1	193,837	40	50	0,7	0,02	Ordered	Inversion	822,920000000002	0,218
1	193,837	40	50	0,7	0,03	Ordered	Inversion	721,640000000001	0,153
1	193,837	40	50	0,7	0,04	Ordered	Inversion	809,160000000002	0,145
1	193,837	40	50	0,7	0,05	Ordered	Inversion	733,640000000001	0,218
1	193,837	40	50	0,8	0,01	Ordered	Inversion	913,940000000002	0,112
1	193,837	40	50	0,8	0,02	Ordered	Inversion	726,160000000001	0,203
1	193,837	40	50	0,8	0,03	Ordered	Inversion	702,440000000002	0,32
1	193,837	40	50	0,8	0,04	Ordered	Inversion	758,920000000001	0,086
1	193,837	40	50	0,8	0,05	Ordered	Inversion	582,02	0,179
1	193,837	40	50	0,9	0,01	Ordered	Inversion	795,660000000001	0,151
1	193,837	40	50	0,9	0,02	Ordered	Inversion	743,020000000002	0,199
1	193,837	40	50	0,9	0,03	Ordered	Inversion	721,500000000001	0,216
1	193,837	40	50	0,9	0,04	Ordered	Inversion	855,580000000001	0,271
1	193,837	40	50	0,9	0,05	Ordered	Inversion	757,840000000001	0,246
1	193,837	45	10	0,6	0,01	Ordered	Inversion	1150,04	0,006
1	193,837	45	10	0,6	0,02	Ordered	Inversion	1396,88	0,006
1	193,837	45	10	0,6	0,03	Ordered	Inversion	1006,14	0,022
1	193,837	45	10	0,6	0,04	Ordered	Inversion	940,720000000003	0,066
1	193,837	45	10	0,6	0,05	Ordered	Inversion	1267,3	0,01
1	193,837	45	10	0,7	0,01	Ordered	Inversion	1429	0,007
1	193,837	45	10	0,7	0,02	Ordered	Inversion	1276,36	0,02
1	193,837	45	10	0,7	0,03	Ordered	Inversion	848,340000000002	0,023
1	193,837	45	10	0,7	0,04	Ordered	Inversion	1202,68	0,026
1	193,837	45	10	0,7	0,05	Ordered	Inversion	1003,76	0,069
1	193,837	45	10	0,8	0,01	Ordered	Inversion	1435,76	0,008
1	193,837	45	10	0,8	0,02	Ordered	Inversion	1129,98	0,07
1	193,837	45	10	0,8	0,03	Ordered	Inversion	1003,48	0,186
1	193,837	45	10	0,8	0,04	Ordered	Inversion	1035,06	0,219
1	193,837	45	10	0,8	0,05	Ordered	Inversion	1022,08	0,082
1	193,837	45	10	0,9	0,01	Ordered	Inversion	1205,54	0,022
1	193,837	45	10	0,9	0,02	Ordered	Inversion	1142,12	0,029
1	193,837	45	10	0,9	0,03	Ordered	Inversion	1170,5	0,483
1	193,837	45	10	0,9	0,04	Ordered	Inversion	1203,02	2,978
1	193,837	45	10	0,9	0,05	Ordered	Inversion	1161,28	5,521
1	193,837	45	20	0,6	0,01	Ordered	Inversion	1134,84	0,029
1	193,837	45	20	0,6	0,02	Ordered	Inversion	1056,2	0,027
1	193,837	45	20	0,6	0,03	Ordered	Inversion	892,340000000002	0,052
1	193,837	45	20	0,6	0,04	Ordered	Inversion	938,780000000002	0,023
1	193,837	45	20	0,6	0,05	Ordered	Inversion	842,800000000002	0,08
1	193,837	45	20	0,7	0,01	Ordered	Inversion	1081,32	0,013
1	193,837	45	20	0,7	0,02	Ordered	Inversion	914,720000000002	0,071
1	193,837	45	20	0,7	0,03	Ordered	Inversion	1025,44	0,039
1	193,837	45	20	0,7	0,04	Ordered	Inversion	870,400000000002	0,054
1	193,837	45	20	0,7	0,05	Ordered	Inversion	952,100000000002	0,043
1	193,837	45	20	0,8	0,01	Ordered	Inversion	912,100000000002	0,058
1	193,837	45	20	0,8	0,02	Ordered	Inversion	913,860000000002	0,067
1	193,837	45	20	0,8	0,03	Ordered	Inversion	820,640000000002	0,045
1	193,837	45	20	0,8	0,04	Ordered	Inversion	892,860000000002	0,073
1	193,837	45	20	0,8	0,05	Ordered	Inversion	739,380000000001	0,088
1	193,837	45	20	0,9	0,01	Ordered	Inversion	1147,52	0,02
1	193,837	45	20	0,9	0,02	Ordered	Inversion	897,720000000002	0,096
1	193,837	45	20	0,9	0,03	Ordered	Inversion	798,180000000001	0,402
1	193,837	45	20	0,9	0,04	Ordered	Inversion	779,580000000001	0,601
1	193,837	45	20	0,9	0,05	Ordered	Inversion	798,820000000001	0,918
1	193,837	45	30	0,6	0,01	Ordered	Inversion	985,100000000003	0,035
1	193,837	45	30	0,6	0,02	Ordered	Inversion	1028,4	0,02
1	193,837	45	30	0,6	0,03	Ordered	Inversion	891,840000000002	0,079
1	193,837	45	30	0,6	0,04	Ordered	Inversion	844,020000000001	0,113
1	193,837	45	30	0,6	0,05	Ordered	Inversion	895,480000000002	0,041
1	193,837	45	30	0,7	0,01	Ordered	Inversion	818,440000000002	0,065
1	193,837	45	30	0,7	0,02	Ordered	Inversion	809,360000000002	0,101
1	193,837	45	30	0,7	0,03	Ordered	Inversion	944,020000000002	0,06
1	193,837	45	30	0,7	0,04	Ordered	Inversion	614,820000000001	0,069
1	193,837	45	30	0,7	0,05	Ordered	Inversion	700,480000000001	0,073
1	193,837	45	30	0,8	0,01	Ordered	Inversion	880,220000000002	0,091
1	193,837	45	30	0,8	0,02	Ordered	Inversion	808,680000000002	0,11
1	193,837	45	30	0,8	0,03	Ordered	Inversion	834,780000000001	0,069
1	193,837	45	30	0,8	0,04	Ordered	Inversion	687,720000000001	0,186
1	193,837	45	30	0,8	0,05	Ordered	Inversion	692,920000000001	0,071
1	193,837	45	30	0,9	0,01	Ordered	Inversion	720,180000000002	0,165
1	193,837	45	30	0,9	0,02	Ordered	Inversion	714,740000000001	0,144
1	193,837	45	30	0,9	0,03	Ordered	Inversion	891,100000000002	0,127
1	193,837	45	30	0,9	0,04	Ordered	Inversion	965,660000000002	0,215
1	193,837	45	30	0,9	0,05	Ordered	Inversion	759,980000000002	0,163
1	193,837	45	40	0,6	0,01	Ordered	Inversion	945,540000000002	0,091
1	193,837	45	40	0,6	0,02	Ordered	Inversion	875,560000000001	0,049
1	193,837	45	40	0,6	0,03	Ordered	Inversion	724,800000000001	0,141
1	193,837	45	40	0,6	0,04	Ordered	Inversion	655,840000000001	0,115
1	193,837	45	40	0,6	0,05	Ordered	Inversion	750,120000000002	0,144
1	193,837	45	40	0,7	0,01	Ordered	Inversion	1017,36	0,058
1	193,837	45	40	0,7	0,02	Ordered	Inversion	685,820000000001	0,21
1	193,837	45	40	0,7	0,03	Ordered	Inversion	795,460000000001	0,116
1	193,837	45	40	0,7	0,04	Ordered	Inversion	728,980000000001	0,145
1	193,837	45	40	0,7	0,05	Ordered	Inversion	702,780000000001	0,134
1	193,837	45	40	0,8	0,01	Ordered	Inversion	831,380000000001	0,065
1	193,837	45	40	0,8	0,02	Ordered	Inversion	766,540000000001	0,19
1	193,837	45	40	0,8	0,03	Ordered	Inversion	722,080000000001	0,15
1	193,837	45	40	0,8	0,04	Ordered	Inversion	767,760000000001	0,321
1	193,837	45	40	0,8	0,05	Ordered	Inversion	769,260000000001	0,303
1	193,837	45	40	0,9	0,01	Ordered	Inversion	824,820000000002	0,413
1	193,837	45	40	0,9	0,02	Ordered	Inversion	765,140000000001	0,311
1	193,837	45	40	0,9	0,03	Ordered	Inversion	735,540000000001	0,487
1	193,837	45	40	0,9	0,04	Ordered	Inversion	752,360000000001	0,293
1	193,837	45	40	0,9	0,05	Ordered	Inversion	732,040000000001	0,31
1	193,837	45	50	0,6	0,01	Ordered	Inversion	886,300000000002	0,05
1	193,837	45	50	0,6	0,02	Ordered	Inversion	745,260000000001	0,234
1	193,837	45	50	0,6	0,03	Ordered	Inversion	736,220000000001	0,099
1	193,837	45	50	0,6	0,04	Ordered	Inversion	729,660000000001	0,208
1	193,837	45	50	0,6	0,05	Ordered	Inversion	667,260000000001	0,259
1	193,837	45	50	0,7	0,01	Ordered	Inversion	1003,94	0,159
1	193,837	45	50	0,7	0,02	Ordered	Inversion	728,980000000001	0,094
1	193,837	45	50	0,7	0,03	Ordered	Inversion	694,140000000001	0,123
1	193,837	45	50	0,7	0,04	Ordered	Inversion	788,900000000002	0,141
1	193,837	45	50	0,7	0,05	Ordered	Inversion	759,980000000002	0,279
1	193,837	45	50	0,8	0,01	Ordered	Inversion	922,160000000002	0,084
1	193,837	45	50	0,8	0,02	Ordered	Inversion	827,540000000002	0,155
1	193,837	45	50	0,8	0,03	Ordered	Inversion	714,060000000001	0,399
1	193,837	45	50	0,8	0,04	Ordered	Inversion	724,800000000001	0,147
1	193,837	45	50	0,8	0,05	Ordered	Inversion	763,780000000001	0,107
1	193,837	45	50	0,9	0,01	Ordered	Inversion	724,800000000001	0,142
1	193,837	45	50	0,9	0,02	Ordered	Inversion	727,720000000001	0,325
1	193,837	45	50	0,9	0,03	Ordered	Inversion	740,940000000001	0,121
1	193,837	45	50	0,9	0,04	Ordered	Inversion	616,860000000001	0,301
1	193,837	45	50	0,9	0,05	Ordered	Inversion	725,140000000001	0,484
1	193,837	50	10	0,6	0,01	Ordered	Inversion	1286,46	0,011
1	193,837	50	10	0,6	0,02	Ordered	Inversion	1307,26	0,009
1	193,837	50	10	0,6	0,03	Ordered	Inversion	975,860000000002	0,054
1	193,837	50	10	0,6	0,04	Ordered	Inversion	1071,84	0,022
1	193,837	50	10	0,6	0,05	Ordered	Inversion	993,500000000003	0,038
1	193,837	50	10	0,7	0,01	Ordered	Inversion	1163,84	0,013
1	193,837	50	10	0,7	0,02	Ordered	Inversion	1204,86	0,007
1	193,837	50	10	0,7	0,03	Ordered	Inversion	1021,4	0,033
1	193,837	50	10	0,7	0,04	Ordered	Inversion	1157,48	0,074
